rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,Good and used,I like the red phone. Used and in great condition. Bit of scratches but phone works.,[],B081MCRQG3,B081MCRQG3,AF736D6ZFWXGXMUGKVMGI547A7EQ,1586048307925,0,True
5.0,good,"The price is low, shipping is fast. I like this product very much not only for the quality but also the good value!",[],B005XYGFIY,B005XYGFIY,AGXJK5FVBGCLXGPOVDIBDGY2MBCQ,1380773057000,1,True
5.0,Like new,This phone is perfect. Just like new. So far no problems. I love this size phone.,[],B07234GKN5,B07234GKN5,AHOQYKMSOXGZ7MKEJ7PYLLTAUOOQ,1625682635237,0,True
5.0,"It’s a 12pro! Half the cost of new, yet still has all the bells and whistles.","I use mine as a can opener. No, just kidding, really is a good value over getting locked into some high priced phone plan just to get a free phone which of course is not free at all. We bought 2 to replace our trusty and reliable 6s’s. We’ve had those since they first invented dirt. We got our money’s worth out of those for sure.<br />Download polycam and play! Too cool. Wife loves hers, I do too.",[],B09JFN8K6T,B09JFN8K6T,AEAXREK4XZMX3IR4RYO6NEUW2HEQ,1676682667339,1,True
2.0,Not wat I was expecting.,Received wrong item.,[],B075NVNBCW,B075NVNBCW,AFZ4C3KAKQY7KJUISCKENRS4FWYA,1517779291469,7,True
4.0,Apple offers excellent help when problems arise.,I like the large letters on which to type.,[],B074K4HVGB,B074K4HVGB,AEJRY6XSVZPL4Z6VWHCH4XFEL2RA,1524634880509,1,True
5.0,Worth it!,Nice! Love the 246GB!,[],B07CQNF813,B07CQNF813,AHF7ZVBK4SHLHUFWGW4TJGWINQKQ,1579817720900,0,True
5.0,I hope I don’t need another one soon.,Great phone best price for the amount of memory.,[],B07759SBP7,B07759SBP7,AGPTBTBBPXNHGGDAVDX5W7MYX5CQ,1622322113613,0,True
5.0,As described,"Did my research and felt confident enough with the current reviews on this iPhone 8+ that I ordered it for my daughter. It came in generic packing, but in every other way possible it was like a new phone. No scratches, scuffs, or even tiny blemishes. We took it to Boost Mobile to have it activated with her phone number and they were able to do it without any issues. It's been a month now and it's still working perfectly.",[],B07B9LWLR7,B07B9LWLR7,AHAQYSFBLWXL2EX7ZYB4TTQGVQCQ,1563447049351,1,True
1.0,Disappointed.,"This iPhone's screen has a delayed reaction, continues scrolling, places calls when I am not touching it and when I place a call mutes me.  Very frustrating and huge disappointment.  Looking for a new iPhone now.",[],B07759SBP7,B07759SBP7,AHS5L2SVSXFXN2AJHHJCO5AE3TZQ,1615484398335,1,True
5.0,Great buy! iPhone 8 Plus,My friend bought this phone. His had it for 4 months and hasn’t had a problem with it!,[],B07B9LFNM9,B07B9LFNM9,AGWW2WEIX3XNPP6N3JI42UPMUWTQ,1567493175051,0,True
5.0,Good phone.,"I'm very happy with this phone. It was refurbished, but in excellent condition, and so far, has been very dependable. My only disappointment has been the inability to record voice memos and get a loud enough play to hear well. It is very very faint. Other than that, I'm very pleased.",[],B00NQGOZCY,B00NQGOZCY,AHVXNSQUOECTJWP2W7UKAHM4IFOQ,1480141185000,9,True
5.0,Five Stars,I really loved,[],B00NQHZ2RU,B00NQHZ2RU,AGNXOPVLEUKSB2XPF5LXOS45J2TQ,1447352183000,0,True
3.0,NOT That Great!!!,"I bought my iPhone 8 Plus 256GB through XFinity Mobile. They said Apple was having a Deal on these phones. My only negatives are that I cannot see Private Browsing while using the Web. Also, sometimes people cannot hear me on speakerphone, which I use most of the time. I had the same problem with 6S and Samsung S7. Lastly, these Smart Phones were made to get into your Business, especially the Apps!!! The tracking part was put under a different name compared to my 6S iPhone. Apple guy said he loved his phone, but it is not all that great to me. I use it mainly for talking, music and taking notes. My next phone will probably be a Flip phone and my last Apple product will be the iPad 10.5"" for size and speed. I had bought the 12.9"" and a iPhone 6S Plus and they both were defective! So, they were returned within a week! So, you may be better off buying a good phone for around $400 that does the same things as the over priced iPhone.",[],B075NVNBCW,B075NVNBCW,AHD2A4CBGLBSH2PXLZYHYYAPXY5Q,1533595956763,0,False
1.0,Apple is slowing the 8 series down. Not worth buying.,"I bought this in Jan 2021 and it was working perfectly fine for the last 9 8 months, until September 2021. AT&T upgraded their towers. Ever since then my phone is super slow. The new IOS made it worse.<br />This phone is so frustrating. I would just go with the newer ones.",[],B07759SBP7,B07759SBP7,AHYG2YLWKEFROCL4U4TBJOQKO3FA,1633638948217,1,True
5.0,Good quality,It is a good product and excellent Customer Service,[],B078P38R8L,B078P38R8L,AFJ6NGSE7F36JSAKXJCPXIWDNCJQ,1629669430578,1,True
5.0,Worth the money,It was everything they said it was going to be. 100% compatible with Walmart Family Mobile. One small scratch in the upper right of the screen that you you have to look really hard to see. 85% battery life. Completely reset and ready to go.,[],B07759SBP7,B07759SBP7,AHT4XLFI3KXVPRIXX7ALRPGS6PYA,1616723838592,0,True
5.0,Nice phone good size no face recognition but still a good phone,Good quality phone nice size was in excellent condition no face recognition but still a good phone,[],B07759SBP7,B07759SBP7,AF4VELNPQU4EIQFICTEVKTLI72KQ,1644000819387,0,True
5.0,Perfect!,Got this as a graduation gift. An upgrade from an iPhone 6s to this and my son absolutely loves it. Got the wireless charger for it too and so far so good.,[],B07B9LFNM9,B07B9LFNM9,AGGAJVBYKQJBVJLGAVQ4LDUB5SKQ,1560356762971,0,True
5.0,The price and condition of the ithem and if is lock or not,I like the phone but not the price cause if I have taken mine to T-Mobile they would not have anything for it,[],B07759SBP7,B07759SBP7,AHVSMHEEKE7VOTLMI22BJ2MZGZLA,1673031768502,0,True
3.0,iOS Outdated for most Apps,"Got this phone new for Christmas 2014. Enjoyed it for 2 years but noticed that many of the apps were not being supported anymore. This phone maxed out at iOS 7.1.2 and most apps are now 8.0 or higher. From the beginning It freezes up and crashes often. I have upgraded (going back to android.) Was going to give it to my daughter, but I know it will only frustrate her! Instead, I will it to my 62 yr old mother who is still using a flip phone. I'm sure she'll enjoy it.<br /><br />P.S. Don't pay extra for the white one. Not worth the extra $",[],B004YRBM1Q,B004YRBM1Q,AEZFUCJJJO4EEYXDQW5JXQFX5KYA,1482883990000,0,False
5.0,Very Premium Refurbished - Basically Brand New,Few months in on owning this phone and it holds up really well! I rememeber it came in and it was basically brand new and it was for a good price! Thank you!,[],B09JF5ZHQS,B09JF5ZHQS,AHPRNBUSWVRZLLPHC42HSMASI7LA,1663627354171,0,True
5.0,It's Not New?!,"If someone had handed me this phone and not told me it was refurbished, I would assume it was brand new.  There are no marks, scratches or anything 'not new' about the screen or case.  The battery life has also been excellent - I've gone 2 days without recharging with moderate use and am still above 40% (from 100%).<br />If you don't need the latest, greatest version of the iPhone, buying an older refurbished model is great value.  Given that I had been using a iPhone 6, the 8+ is still a definite step upwards, even though it is ""outdated"" by several model iterations.  Great phone+!",[],B07759SBP7,B07759SBP7,AGP6ZS23IIUC27XCYUTHPPGCHAOQ,1628458651363,6,True
1.0,It didn't work. Had to return to Amazon.,It didn't work. Had to return to Amazon.,[],B07234GKN5,B07234GKN5,AEYV5YRNGS3XW4XYBUYHPDATULOA,1554658818908,2,True
5.0,great phone.,it came 2 days early & is exactly as described.,[],B078P38R8L,B078P38R8L,AFE7EDDH67SIO6RXL76QVA4ZGUWA,1656366126624,2,True
1.0,Battery life said degraded and needed to be replaced,Not pleased after the whole hassle to set up phone and contacted seller they said to return and would send a new one out. I decided to order a new one from a diff vendor on Amazon so I wouldn’t have to go without a phone -needed for home and work.<br /><br />I shouldn’t be paying $300 for a degraded battery that needed replacing as a”guaranteed renewed phone”,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71UDZmp7jtL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71UDZmp7jtL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71UDZmp7jtL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07759SBP7,B07759SBP7,AF4KBHIY55SXV43J2PD5HHJBUNIA,1646607807650,0,True
2.0,It Unlocks By Itself,"I don't know how it does it, but this phone is more prone to unlock more easily and does things by accident by itself making butt calls and turning on the flash light.  I just upgraded to this phone from an iphone 7.  I'm not too happy about this.",[],B09JFC967X,B09JFC967X,AFNGJB53PPC4CZ4ADOAJSDBD4ZFA,1654619616848,2,False
5.0,Good deal,Good deal,[],B07B9LFNM9,B07B9LFNM9,AH2BIN5ZO5XFQP6FML5GLXMC5BTA,1570626253324,0,True
5.0,Looked brand new,"The product arrived 2 days ahead of schedule, and I was very impressed with the quality of the product. It literally looked like a brand new phone.<br /><br />So far, it is working perfectly and we are very pleased.",[],B07759SBP7,B07759SBP7,AGSHNESFYB54CHMFHUC7ORAJKHVA,1643258045664,0,True
5.0,It is the best thing to have,Looking good 👍 👌 😎 thanks,[],B09JF5ZHQS,B09JF5ZHQS,AHMZ6CODM2AQ6SY73R5QXJY6RPDA,1677408695616,0,True
5.0,Awesome phone,I loved that I received the phone so quickly and have not had any issues...,[],B07759SBP7,B07759SBP7,AG64RD6YQA5T2YDXAX6CFAVVQQCQ,1609379732416,0,True
5.0,Nice phone-,glad to be getting updates now so my apps work.,[],B07759SBP7,B07759SBP7,AF4GOJC4O3NYGPIGA24ACL36Z5DA,1654196186549,0,True
5.0,I phone 8 plus,Good value; was delivered on time.,[],B07759SBP7,B07759SBP7,AEYGTD7267E5LVFPLSBCUNDUWMDQ,1566068048705,0,True
1.0,camera shook - defective. sent back.,looked like brand new phone but sent back because camera didn’t work. it shook. too bad.,[],B078P38R8L,B078P38R8L,AF5HEAZDBJTWHO4YDFLSC52LI6VQ,1662853319204,0,True
5.0,"First iPhone,it’s a challenge",Personal use,[],B07759SBP7,B07759SBP7,AGPNMR3PR33THLXCZTWKADDSXMHA,1645448910421,0,True
1.0,NOT UNLOCKED,"Purchased this phone and it is to be unlocked, my whole family uses straight talk and it won’t let me use on straight talk. THIS PHONE IS NOT UNLOCKED DO NOT PURCHASES .",[],B07759SBP7,B07759SBP7,AHPACKVORH42VIANBMHQ3XYJ24EQ,1619994866776,1,True
5.0,Great Phone,I got if for my Grandaughter to replace her I phone 6.  She is 17 and she has no complaints.,[],B00NPY1G56,B00NPY1G56,AF2SKDX7EWEDPKAHX3MPUE7NRBSQ,1545272221318,0,True
1.0,"DO NOT BUY ANY PHONES FROM ""SUPREME DEALS 18""...","I purchased a Samsung S5, worked for under 3 months. Bought it as so called &#34;NEW PHONE&#34; for over $200. Doesn't work anymore and the seller wouldn't do a thing to resolve the problem. The worse part of it was that the seller (Karen), a very shady seller in my opinion, at the first sign that there was an issue, blocked me from leaving feedback. So I in turn contacted Amazon directly to complain. Buyer beware....I won't buy another item from SUPREME DEALS 18.... EVER!!!!!!!!!",[],B004YRBM1Q,B004YRBM1Q,AHYBNZ3UPDH5BTFUHO62ZU47VMMQ,1498233773000,0,False
5.0,Not disappointed,Bought the refurbished because I don’t see anything with doing that. It was definitely a good buy. No scratches or flaws at all. Looks brand new and performs perfectly. An excellent money saver worth the cost.,[],B07759SBP7,B07759SBP7,AFBNEANQ6KGLE5TDSC7HC3O7UZ3A,1556527082474,0,True
5.0,Fast shipment,It works like it’s supposed to and shipped fast!  Love that it came with a screen protector on it!!!,[],B07759SBP7,B07759SBP7,AEUI3JWVYNQ66KOJEY2YSOALUDWA,1628012604164,0,True
4.0,It's cool as heck.,I'm concerned the iPhone keeps waking up if I move the phone after I've shut it off.,[],B07759SBP7,B07759SBP7,AG6IIBXWV4JIKCKYWQF3ZKGQT5SA,1564793737310,0,True
5.0,Igual ama foto,Es bonito y luce todo nuevo,[],B07B9LFNM9,B07B9LFNM9,AFVGAUJYJZHDTPQMUB73FZYNFBKQ,1560546672188,2,True
4.0,phone,awesome,[],B07B9LFNM9,B07B9LFNM9,AEO5FWMVXKJUEMBSDQXX3HNL4JPQ,1580506974436,0,True
5.0,Just like new,"I am very happy with the purchase of this iPhone. It works great and I’ve not had any issues with it at all. It looks and works like a brand new phone, but for a much better price. Would definitely buy it on here again in the future!",[],B07759SBP7,B07759SBP7,AEUOFJ7IEGXHNGNVGLC4BQQ7XOIA,1547954749541,0,True
5.0,Well Packaged with Brand New Feeling!!,If you're looking for renewed product. I will recommend to go for Amazon Renewed Premium Product. It's gives you feeling of using brand new phone. Battery is also 100%. Cosmetic condition 10/10. Highly recommended!!,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61yRn6DhmsL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61yRn6DhmsL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61yRn6DhmsL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/717X4FN2R5L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/717X4FN2R5L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/717X4FN2R5L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09JFN8K6T,B09JFN8K6T,AFD4HXXJIAVFJNGJBX3IJU76RXAA,1670950917577,3,True
5.0,Its a good device,Use this product for my work.,[],B07759SBP7,B07759SBP7,AHSCUQWE5QENI3ODFCNZUAUSDHSA,1576372561934,0,True
5.0,Phone,Works great,[],B079H6CWYH,B079H6CWYH,AEYRZTDMYUCOHAGOTNBOTR3TBA2A,1618076456946,0,True
5.0,Very Pleased (thus far),We have only had the phones for about 10 days...maybe an update in the future.<br />We were replacing our 10r...mainly because my wife's phone had a cracked screen.  Mine was OK and I will probably get a trade-in value for mine.<br />The packages arrived well-cushioned.  I thought I was buying 2 new phones when they arrived.  They looked like new...no exterior scratches.<br />I liked the aspect of a renewed premium phone...and I hope we will never have to apply for a failure in the next year.,[],B09JFN8K6T,B09JFN8K6T,AHSBD557MCTRIE4YA743GCA6NCTQ,1668742833613,2,True
4.0,Voice texting is more difficult than I expected,Voice texting is more difficult than I expected,[],B07759SBP7,B07759SBP7,AGXWJINWSZ6C3AJKNLVRNGXNXQYA,1594491782783,0,True
4.0,Anticipating Buyer,"I just bought this phone because if the certificate, and guarantees, and above all it's renewed premium. if I find any kpim(mother tongue meaning Nonsense) on it I will return it like a bag of potato. That's someone's paycheck and I am not even going to waste 1 minute trying to fix myself. And if not I will come back to give my testimony. Capish",[],B09JFC967X,B09JFC967X,AF2W3DIEPUW4W4XZWQ6SWXS2IUYQ,1671286875432,0,False
5.0,Trust this seller!!!!,"The phone was sent to me in a non apple box, with a third party wall charger and usb cable (both brand new). Honestly, it’s not even a complaint! They work perfectly and the phone looks and feels like new! It came with a tempered glass protector already on the screen, which means the seller cares about getting the phone to you in perfect condition! I’m so happy with this phone! It’s perfect, it’s genuine, and such a great price that no one else matched here on amazon!!! Great seller and amazing product! A+++++",[],B07759SBP7,B07759SBP7,AGVPP6WZKGHQWGYANVRNQHSGAQOA,1607130846882,4,True
4.0,Pleased with the purchase.,Got this phone for my granddaughter. I haven't heard any complaints yet.,[],B07B9LFNM9,B07B9LFNM9,AHNAXCODK7H3J6EFAHG42VWL6UUQ,1561435121806,0,True
5.0,Love it,Love it,[],B07234GKN5,B07234GKN5,AG6A5IDX2E3KBBSYSMHJUSSWGGFQ,1621274057889,0,True
5.0,Perfect,Daughter still uses this,[],B004YRBM1Q,B004YRBM1Q,AH44KOLWBOSIK4LCLTQGZRQ4NHTQ,1548258674165,0,True
3.0,Battery life and cameras quality,The battery life is very poor and the cameras quality isn’t that nice but the phone came in a good state.<br /><br />Will review again after some months of use.,[],B07CQNF813,B07CQNF813,AFAI3ZQ6AA6CIG3UP7XZGE37IPFA,1577356011987,0,True
5.0,Great phone/ordered used,"This phone started off perfect for me, it works fast and has everything I need. Although I've had it for about a year and a half now the battery life is horrible and dies very very quickly.",[],B07234GKN5,B07234GKN5,AERFBW77V6V3JKADHVTU4YBPAGQA,1601323853098,0,True
5.0,iPhone was received in good conditions,iPhone was in good conditions.,[],B07759SBP7,B07759SBP7,AGRPFB7TQIA46XVS7K2FZYISYX4A,1584200605261,0,True
5.0,Excellent phone,"This was a great buy, unit was delivered in a Verizon refurb box. Had Verizon send me a SIM card, inserted it, and it started to work as advertised. I was also able to keep my number. The phone came in totally without a mark on it....looks brand new. Would not hesitate to buy another from this seller.",[],B07B9LWLR7,B07B9LWLR7,AECEREJQB4IOFDUZE7MTJEI5GSCQ,1564420009147,0,True
5.0,"Great Phone, Just Be Sure to Get New Battery","The phone arrived in (practically) new condition. From day one I noticed the battery life was poor, so I took the advice from another reviewer and had a new battery installed by Apple. While at Apple, the technician checked over the phone (inside and out) and said that the phone was in good condition and ran as it was supposed to.<br /><br />I’ve had the phone for a little over two weeks now and I’d say I’m pretty happy with the purchase. I bought a refurbished phone from Amazon about a year ago, but it was a little more worn and did not function properly. So I’m happy this one worked out AND that Amazon has a great return policy for the phones if it doesn’t perform as it should. It gave me a huge piece of mind.<br /><br />For the price and the quality of the phone I received, I’m happy with the purchase.",[],B07234GKN5,B07234GKN5,AFMZAJXBW4X72LOFLXZ4S3IIOHOA,1559872351218,0,True
1.0,Will be returning,"Too bad because I liked this phone!  Within 10 days of receiving this phone, noticed one of the speakers was cutting on and off.  It would stay on for awhile then cut off.  It got progressively worse until it didn't work at all.  I am returning this phone.",[],B081TJLF3H,B081TJLF3H,AFTWXX6ZRHCBMYIZW342JPL2XZGA,1593013690862,2,True
1.0,I didn’t even open it because it was for the wrong wireless service.,I didn’t lie it because it was the wrong wireless service.,[],B07759SBP7,B07759SBP7,AG7MRLLLW3KOUT4ZRSYYFSHFSWBQ,1648750726484,0,True
3.0,Not refurbished well,I would recommend this if you can get a water seal and put it on yourself. The phone works great except it wasn't refurbished correctly. The water proof seal was not put on right my phone had water pooring on it for about 15 minutes and the phone shut off and stopped working from water damage. I finally got the phone to turn on and the screen has water damage and most the screen doesnt work now and the home button doesnt work.,[],B07234GKN5,B07234GKN5,AGAD5BIWFWH3EJ3YRCCT42DWHJ2A,1548097220996,6,True
2.0,Reduced battery capacity Otherwise functions and appears well,"Battery arrived at 85% capacity. The screen does have some limited functionality around the edges. It came without a scratch - beautiful screen and case. In retrospect, I probably should have purchased new rather than refurbished as the price on the Verizon compliant refurbished phone is so high. It has had no problems with my numerous apps (a lot of fitness apps among others) and everything functions well. I have a diminished  battery life due to the reduced capacity of the battery. I recharge two to three times per day but often use my phone nearly constantly. Again, my recommendation, just<br />Buy new.  I wish I had returned during the window I had available to do so due to the battery issue. This is my first iphone",[],B07B9LWLR7,B07B9LWLR7,AG6YCUIZ324PGR2CAGPK6SOZRPRQ,1606984004449,0,True
5.0,"Seems too good to be true! But isn’t, so far!","This phone came on time and as described! Within hours of receiving I synced with my Apple ID and went to my carrier for a compatible SIM card. I have Sprint and there network is CDMA, planning to likely switch to T-Mobile so hopefully it is also GSM! Great shape! Battery is 84% , which is expected for re-furbished it phone! Will update if things change. At 24 hrs, so far it was a terrific buy! 256gb under 350$, in mint condition!  WOW!😆",[],B07234GKN5,B07234GKN5,AG4OJCFGS7USOMMEVRNDSQCYY7ZQ,1563471122537,1,True
5.0,great product,my wife loves the iphone it works like a charm,[],B07759SBP7,B07759SBP7,AECQKPY2UZLHOSS3GUWDBI42LOVQ,1600102477911,0,True
5.0,Functional,Quick arrival<br />As advertised<br />Super easy to drop in eSIM card with tool provided<br />Quick and easy instructions<br />1 year warranty on Renewed Premium that was a great selling point.<br />Only got 4 hours ago. Let’s see how long the excitement lasts! 🥰 Not my first iPhone.,[],B09JFN8K6T,B09JFN8K6T,AGPGQJQEMSCLRUAIXLMCVFJQITDA,1660352256872,6,True
2.0,Rotten apple.,"Had this phone for 1 month when I got the message there was no memory available for any pictures.  The pictures had been switched to this phone from a 4S.  S L O W.  Youtube videos won't load.  Some websites won't load on ANY wifi.  This is the third iphone I have had and I HATE it.  Took it to the Apple store, but they said it should work fine once I deleted the pictures.  I downloaded the pictures from the cloud (I have 25GB storage on the cloud, but that still does't help because if you delete a picture on your phone, it deletes on the cloud as well.  So, you have to download pictures from the cloud, then store them somewhere (on computer or stick or SD), then go back and delete EVERY SINGLE PICTURE.  I DID this, yet the youtube videos still won't load or play.  Go with an Android.  They are now better quality.",[],B00NPY1G56,B00NPY1G56,AF4LAT4BESLOBLQUJBPSA3NYXC4Q,1421113800000,9,False
4.0,Excellent bargain,"With the price of this item, I can buy an Apple battery, and have it replaced rather than pay full price for the phone. So far, I have had no problems with the battery at all, even though it is not an apple battery. Excellent buy, and I would recommend it to anybody.",[],B078P38R8L,B078P38R8L,AHMRLUKAINXQWUNNSIPST6KQSDKA,1666811678114,0,True
1.0,Still broken,Phone touch screen doesn’t work.,[],B07759SBP7,B07759SBP7,AGL25IXXOFFGVRMVYXJVZIUPGNEA,1557496560856,1,True
3.0,Battery not replaceable. Seller impossible to contact.,"Product looked nice. Everything appeared to work. Battery life was 88% upon arrival (my current iPhone is at 87% and having issues). I took it to a technician to have the battery replaced but the screw was stripped out. I’ve sent it back for return but haven’t gotten my refund yet. There were some weird requirements for the return, including that I somehow send the tracking info to the seller, but no instructions or links on how to do that securely. I can’t seem to find ANY links to contact this particular seller, so I’m concerned about my refund. For past Amazon returns, my refund is usually “approved” once I get the return to the UPS drop off. Not so in this case. I will likely avoid this seller in the future.",[],B07B9LFNM9,B07B9LFNM9,AEBBY3X5HDPRPL7GMNDWZEGSBY6Q,1573486414544,6,True
5.0,Great phone,Awesome phone battery health was 100%. Looked brand new,[],B09JFJ1Q5C,B09JFJ1Q5C,AEENLMPGZNILDECNOMSLJRMKWMQQ,1649351887854,4,True
5.0,Haven’t had time to have an issue yet,So far so good,[],B07B9LWLR7,B07B9LWLR7,AEBYVGYMGONXLD3BBWDLFUSMR56Q,1561078994338,0,True
3.0,I’m waiting,I had to get a SIM card for this iPhone so I had to wait for it to use it,[],B08TDT5ZJD,B08TDT5ZJD,AF76SWIBLMTDQXKI3TLO2BDZQAHA,1632840732812,7,True
5.0,Great Phone with No Issues!,Very happy with the iPhone 11 Pro. Even though it is used it works just like new. I’ve always been uncomfortable with the thought of buying a used phone but I took a chance and it has been smooth.,[],B085SYG5ZX,B085SYG5ZX,AHTG4ZWYMOU2U6W6APC2XZIQK7EQ,1641778288148,0,True
5.0,Perfecto,Perfecto,[],B07759SBP7,B07759SBP7,AHR7DPHL67I3XYVR2VSE6ECVCIGQ,1570627796605,0,True
1.0,Disappointing!,"I ordered this phone and was sooo exited about using it, I got it, change the sim from my old phone, and it worked a couple hours and died. I am not giving up, hoping I can find a decent refurbished phone on Amazon. All in All I returned it two days after 1 day after I got it.",[],B07B9LFNM9,B07B9LFNM9,AHTSLQEW2E6OCIVAI2HE24J5MCVQ,1559458052178,14,True
5.0,Worth every penny.  Thank you.,It is still living up to product effectiveness,[],B07B9LWLR7,B07B9LWLR7,AHYSYMQSDU4IU6E2A2WWLU6I22YQ,1560102168175,0,True
1.0,That it works properly,Missing picsels,[],B07759SBP7,B07759SBP7,AGRY3PI3FLWSCUTVHURI7DEGMJZA,1642918686255,1,True
1.0,"Defective phone, no refund. Kiss Electronics out of business","Phone defective, Kiss Elec. out of business, Amazon refused refund of $434.",[],B07759SBP7,B07759SBP7,AHFUYHA53FCD5ZAOOCCUFOVHB3FA,1583949688453,0,True
4.0,Great value for the money,I have used my phone daily with no problems at all.,[],B07759SBP7,B07759SBP7,AHYRQNTTQUFDJJURNLSOR4JDSSTQ,1627697276491,0,True
5.0,worked great right out of the box. haven't had any problems with it at all.,works great,[],B09JFN8K6T,B09JFN8K6T,AEFYJSR3VDXI42CHTYIEXCE7NZKQ,1677965260490,0,True
1.0,X,Wrong product ordered,[],B07B9LFNM9,B07B9LFNM9,AHBQDA74JWCSU3LWDVQ6IBPVMJFQ,1559239078444,5,True
1.0,Does not come with accessories,"This phone came with a generic plug-in charger, and that is it. Description says ""accessories"" may be generic. There were no accessories, i.e., headphones ($$$) etc.",[],B07CQNF813,B07CQNF813,AHA7HQ2KFSCH3IWA5PD7URN2CQAQ,1579278324184,0,True
4.0,How to use apple,When it came it was looking brand new. Not a scratch or any other signs of use.,[],B07759SBP7,B07759SBP7,AEIDXUELAYX5GWROAILN7JX2ZQEQ,1662577912948,2,True
5.0,Great product,"Came very quickly, my battery life is amazing and the phone worked like new!",[],B07759SBP7,B07759SBP7,AEBUH3U27WLJH2RS7JY4ZNUCOIHQ,1602311208494,0,True
